"schlid","studid","tchrid","math","year"
25,10195,11475,675,1
25,10195,11503,632,-1
25,10196,11474,579,0
25,10197,11474,568,0
25,10197,11485,584,1
25,10198,11474,631,0
25,10198,11475,655,1
25,10198,11503,589,-1
25,10199,11403,600,-1
25,10200,11503,579,-1
25,10201,11403,632,-1
25,10201,11485,675,1
25,10202,11403,699,-1
25,10202,11474,703,0
25,10202,11475,697,1
25,10203,11475,584,1
25,10203,11503,556,-1
25,10204,11484,617,0
25,10206,11403,589,-1
25,10206,11474,675,0
25,10206,11475,675,1
25,10207,11484,544,0
25,10207,11485,591,1
25,10208,11474,643,0
25,10208,11475,675,1
25,10209,11484,631,0
25,10209,11485,685,1
25,10209,11503,600,-1
25,10210,11484,621,0
25,10210,11485,648,1
25,10211,11484,592,0
25,10211,11485,645,1
25,10211,11503,535,-1
25,10212,11474,621,0
25,10212,11475,638,1
25,10213,11484,565,0
25,10213,11485,617,1
25,10214,11403,604,-1
25,10214,11484,635,0
25,10214,11485,671,1
25,10215,11474,575,0
25,10215,11475,614,1
25,10216,11423,593,-1
25,10216,11475,652,1
25,10217,11474,572,0
25,10217,11503,569,-1
25,10218,11423,573,-1
25,10218,11475,642,1
25,10219,11474,579,0
25,10219,11475,666,1
25,10220,11423,632,-1
25,10220,11474,635,0
25,10221,11423,627,-1
25,10222,11474,703,0
25,10222,11475,740,1
25,10222,11503,589,-1
25,10223,11474,582,0
25,10224,11484,675,0
25,10224,11485,635,1
25,10225,11484,611,0
25,10226,11423,527,-1
25,10226,11474,624,0
25,10228,11484,643,0
25,10228,11485,645,1
25,10229,11423,652,-1
25,10229,11484,692,0
25,10229,11485,697,1
25,10230,11503,627,-1
25,10231,11503,622,-1
25,10232,11423,556,-1
25,10232,11474,585,0
25,10233,11484,621,0
25,10233,11485,671,1
25,10233,11503,609,-1
25,10284,11474,598,0
25,10285,11474,549,0
25,10286,11474,639,0
25,10286,11475,662,1
25,10287,11484,635,0
6,10356,11844,585,0
6,10357,11693,617,-1
6,10358,11693,563,-1
6,10358,11824,601,0
6,10358,11875,614,1
6,10359,11713,593,-1
6,10360,11855,632,1
6,10361,11824,557,0
6,10361,11835,580,1
6,10362,11693,576,-1
6,10362,11824,611,0
6,10362,11855,608,1
6,10364,11693,579,-1
6,10364,11835,595,1
6,10364,11844,572,0
6,10365,11713,597,-1
6,10366,11713,569,-1
6,10367,11824,585,0
6,10367,11875,608,1
6,10368,11703,531,-1
6,10369,11693,600,-1
6,10371,11835,614,1
6,10372,11703,556,-1
6,10373,11824,579,0
6,10375,11693,652,-1
6,10376,11713,632,-1
6,10377,11693,556,-1
6,10377,11844,557,0
6,10380,11703,579,-1
6,10381,11703,604,-1
6,10382,11703,627,-1
6,10383,11693,622,-1
6,10386,11703,597,-1
6,10387,11844,608,0
6,10387,11855,648,1
6,10391,11703,569,-1
6,10393,11844,668,0
6,10394,11703,652,-1
6,10394,11844,631,0
6,10394,11875,691,1
6,10395,11824,539,0
6,10395,11855,555,1
6,10396,11713,586,-1
6,10398,11713,579,-1
6,10400,11703,589,-1
6,10400,11824,557,0
6,10400,11875,611,1
6,10401,11693,531,-1
6,10402,11703,609,-1
6,10403,11713,613,-1
6,10403,11844,601,0
6,10403,11855,635,1
6,10405,11713,660,-1
6,10406,11713,546,-1
6,10408,11693,589,-1
6,10409,11713,576,-1
6,10410,11703,553,-1
6,10411,11693,652,-1
6,10412,11713,597,-1
6,10414,11693,573,-1
6,10414,11835,580,1
6,10415,11844,604,0
6,10415,11875,638,1
6,10417,11703,566,-1
6,10420,11713,566,-1
6,10420,11844,575,0
6,10420,11855,587,1
6,10421,11713,652,-1
6,10423,11824,579,0
6,10423,11835,587,1
6,10424,11713,514,-1
6,10424,11844,557,0
6,10424,11855,591,1
6,10427,11693,563,-1
6,10489,11844,628,0
6,10492,11844,568,0
6,10492,11855,580,1
6,10494,11824,561,0
6,10499,11844,557,0
6,10500,11844,635,0
6,10503,11855,584,1
6,10504,11844,648,0
6,10504,11855,671,1
6,10505,11835,561,1
6,10505,11844,582,0
21,10574,12033,622,-1
21,10575,12023,600,-1
21,10578,12013,579,-1
21,10582,12033,535,-1
21,10583,12033,632,-1
21,10591,12053,627,-1
21,10592,12033,535,-1
21,10598,12023,569,-1
21,10600,12023,546,-1
21,10601,12023,593,-1
21,10602,12023,556,-1
21,10609,12113,514,-1
21,10610,12043,632,-1
21,10613,12023,559,-1
21,10616,12043,527,-1
21,10619,12113,553,-1
21,10620,12053,546,-1
21,10625,12053,660,-1
21,10626,12023,586,-1
21,10631,12043,617,-1
21,10632,12043,638,-1
21,10633,12023,539,-1
21,10635,12053,632,-1
21,10636,12013,583,-1
21,10638,12043,613,-1
21,10639,12053,586,-1
21,10640,12053,593,-1
21,10643,12023,559,-1
21,10646,12065,659,1
21,10646,12104,614,0
21,10647,12013,593,-1
21,10648,12023,573,-1
21,10651,12023,593,-1
21,10652,12013,600,-1
21,10657,12113,559,-1
29,10865,12303,593,-1
29,10866,12253,573,-1
29,10876,12253,652,-1
29,10878,12303,609,-1
29,10880,12303,652,-1
29,10882,12253,586,-1
29,10883,12173,597,-1
29,10884,12253,583,-1
29,10887,12173,531,-1
29,10891,12303,579,-1
29,10893,12253,627,-1
29,10894,12253,563,-1
29,10898,12303,597,-1
29,10899,12253,593,-1
29,10901,12173,535,-1
29,10901,12184,568,0
29,10903,12173,539,-1
29,10906,12303,593,-1
29,10909,12303,579,-1
29,10914,12303,569,-1
29,10916,12173,699,-1
29,10918,12253,531,-1
29,10922,12303,586,-1
29,10925,12253,576,-1
29,10930,12253,613,-1
29,10932,12303,597,-1
48,11116,12473,609,-1
48,11117,12435,601,1
48,11117,12453,553,-1
48,11117,12504,568,0
48,11118,12453,600,-1
48,11121,12503,597,-1
48,11121,12504,648,0
48,11122,12473,535,-1
48,11125,12473,553,-1
48,11126,12473,600,-1
48,11127,12473,617,-1
48,11128,12473,583,-1
48,11129,12503,609,-1
48,11129,12504,628,0
48,11130,12463,593,-1
48,11132,12473,604,-1
48,11133,12463,593,-1
48,11134,12473,645,-1
48,11135,12473,609,-1
48,11136,12453,576,-1
48,11138,12473,593,-1
48,11139,12453,569,-1
48,11140,12435,705,1
48,11140,12503,586,-1
48,11140,12504,635,0
48,11142,12473,622,-1
48,11144,12435,645,1
48,11144,12473,589,-1
48,11144,12504,635,0
48,11145,12453,579,-1
48,11146,12473,523,-1
48,11147,12435,705,1
48,11147,12453,622,-1
48,11147,12504,657,0
48,11149,12473,670,-1
48,11150,12473,613,-1
48,11151,12435,645,1
48,11151,12503,583,-1
48,11151,12504,585,0
48,11152,12473,583,-1
48,11156,12473,542,-1
48,11162,12453,573,-1
48,11164,12453,604,-1
48,11166,12473,556,-1
48,11167,12504,639,0
48,11168,12473,593,-1
48,11169,12503,569,-1
48,11169,12504,604,0
48,11172,12435,638,1
48,11172,12503,632,-1
48,11172,12504,585,0
48,11173,12503,566,-1
48,11175,12473,613,-1
48,11221,12435,642,1
48,11221,12504,585,0
71,11269,12644,643,0
71,11269,12745,671,1
71,11275,12654,598,0
71,11277,12644,588,0
71,11278,12643,546,-1
71,11278,12644,582,0
71,11278,12745,620,1
71,11280,12654,561,0
71,11280,12745,575,1
71,11281,12644,557,0
71,11283,12625,685,1
71,11283,12633,627,-1
71,11283,12654,643,0
71,11286,12625,655,1
71,11286,12644,608,0
71,11287,12653,632,-1
71,11290,12625,632,1
71,11290,12653,559,-1
71,11292,12613,638,-1
71,11293,12625,645,1
71,11293,12644,617,0
71,11295,12613,569,-1
71,11295,12625,642,1
71,11295,12654,604,0
71,11297,12623,553,-1
71,11301,12653,546,-1
71,11302,12623,632,-1
71,11302,12654,652,0
71,11303,12625,595,1
71,11303,12654,544,0
71,11305,12625,623,1
71,11305,12644,565,0
71,11308,12623,556,-1
71,11309,12745,555,1
71,11311,12644,652,0
71,11311,12745,652,1
71,11312,12625,638,1
71,11312,12644,592,0
71,11314,12623,535,-1
71,11316,12623,531,-1
71,11316,12625,591,1
71,11316,12654,568,0
71,11319,12644,592,0
71,11319,12745,611,1
71,11321,12613,593,-1
71,11321,12644,582,0
71,11322,12613,627,-1
71,11322,12654,663,0
71,11322,12745,671,1
71,11323,12745,645,1
71,11325,12633,589,-1
71,11326,12643,563,-1
71,11328,12623,593,-1
71,11329,12644,575,0
71,11329,12653,546,-1
71,11329,12745,584,1
71,11330,12653,586,-1
71,11331,12613,609,-1
71,11335,12745,645,1
71,11336,12613,632,-1
71,11337,12623,549,-1
71,11337,12625,617,1
71,11339,12625,662,1
71,11340,12654,568,0
71,11341,12644,611,0
71,11341,12745,632,1
71,11342,12644,588,0
71,11343,12644,652,0
71,11344,12653,566,-1
71,11421,12654,604,0
71,11422,12625,655,1
71,11424,12654,598,0
71,11425,12654,598,0
71,11427,12654,561,0
71,11428,12654,643,0
71,11429,12654,572,0
28,11508,12833,604,-1
28,11509,12833,535,-1
28,11509,12904,575,0
28,11509,12905,595,1
28,11510,12833,613,-1
28,11511,12833,583,-1
28,11512,12833,549,-1
28,11513,12833,600,-1
28,11516,12833,670,-1
28,11518,12833,645,-1
28,11519,12843,553,-1
28,11520,12843,579,-1
28,11521,12843,579,-1
28,11522,12843,609,-1
28,11523,12843,645,-1
28,11523,12914,635,0
28,11523,12915,740,1
28,11524,12843,613,-1
28,11524,12894,598,0
28,11524,12895,645,1
28,11525,12843,589,-1
28,11526,12843,539,-1
28,11526,12914,568,0
28,11526,12915,601,1
28,11527,12843,632,-1
28,11528,12843,573,-1
28,11528,12894,588,0
28,11528,12895,635,1
28,11529,12843,660,-1
28,11529,12914,572,0
28,11529,12915,645,1
28,11530,12853,593,-1
28,11530,12904,652,0
28,11530,12905,632,1
28,11532,12853,622,-1
28,11532,12914,628,0
28,11533,12853,622,-1
28,11533,12894,635,0
28,11534,12853,556,-1
28,11535,12853,546,-1
28,11536,12853,609,-1
28,11537,12853,573,-1
28,11537,12914,598,0
28,11538,12894,624,0
28,11539,12853,576,-1
28,11540,12863,660,-1
28,11540,12904,683,0
28,11540,12905,697,1
28,11541,12863,600,-1
28,11541,12904,631,0
28,11541,12905,638,1
28,11542,12863,586,-1
28,11543,12863,638,-1
28,11543,12904,648,0
28,11543,12905,691,1
28,11544,12863,556,-1
28,11545,12863,553,-1
28,11546,12863,622,-1
28,11546,12904,668,0
28,11546,12905,659,1
28,11547,12863,556,-1
28,11548,12863,652,-1
28,11549,12863,613,-1
28,11550,12863,583,-1
28,11550,12894,608,0
28,11550,12905,620,1
28,11552,12894,604,0
28,11553,12863,576,-1
28,11554,12873,576,-1
28,11554,12914,598,0
28,11555,12873,569,-1
28,11556,12873,576,-1
28,11557,12873,586,-1
28,11558,12873,632,-1
28,11559,12873,609,-1
28,11559,12904,598,0
28,11560,12873,546,-1
28,11561,12873,597,-1
28,11562,12873,563,-1
28,11562,12904,608,0
28,11562,12905,611,1
28,11563,12883,604,-1
28,11563,12914,643,0
28,11563,12915,652,1
28,11564,12883,573,-1
28,11564,12914,579,0
28,11565,12883,573,-1
28,11565,12914,588,0
28,11565,12915,598,1
28,11566,12883,622,-1
28,11567,12883,617,-1
28,11567,12914,608,0
28,11567,12915,652,1
28,11568,12883,539,-1
28,11569,12883,613,-1
28,11569,12904,648,0
28,11569,12905,659,1
28,11570,12883,613,-1
28,11570,12914,617,0
28,11570,12915,648,1
28,11571,12883,569,-1
28,11571,12904,572,0
28,11571,12905,598,1
28,11572,12883,576,-1
28,11573,12883,609,-1
28,11573,12914,588,0
28,11573,12915,666,1
28,11574,12883,556,-1
28,11575,12833,559,-1
28,11575,12894,611,0
28,11576,12863,531,-1
28,11635,12894,608,0
28,11635,12895,652,1
28,11639,12904,617,0
28,11642,12914,718,0
28,11642,12915,765,1
28,11643,12904,718,0
28,11643,12905,697,1
28,11644,12904,628,0
28,11644,12905,623,1
28,11645,12894,683,0
28,11645,12895,705,1
50,11724,13033,638,-1
50,11725,13033,600,-1
50,11726,13033,645,-1
50,11727,13033,573,-1
50,11727,13084,617,0
50,11727,13105,638,1
50,11728,13033,660,-1
50,11728,13064,668,0
50,11728,13095,724,1
50,11729,13033,613,-1
50,11729,13064,652,0
50,11729,13105,626,1
50,11730,13033,531,-1
50,11731,13033,573,-1
50,11731,13084,621,0
50,11732,13033,597,-1
50,11734,13033,652,-1
50,11734,13064,718,0
50,11734,13095,724,1
50,11735,13033,573,-1
50,11735,13064,657,0
50,11735,13095,648,1
50,11736,13033,539,-1
50,11737,13043,576,-1
50,11737,13064,611,0
50,11738,13043,638,-1
50,11740,13043,638,-1
50,11740,13084,639,0
50,11740,13105,623,1
50,11741,13043,586,-1
50,11741,13064,575,0
50,11742,13043,609,-1
50,11743,13043,609,-1
50,11743,13064,635,0
50,11744,13043,627,-1
50,11744,13084,643,0
50,11744,13105,691,1
50,11745,13043,652,-1
50,11746,13043,604,-1
50,11746,13064,628,0
50,11746,13105,642,1
50,11748,13043,660,-1
50,11749,13043,622,-1
50,11750,13043,638,-1
50,11750,13064,648,0
50,11751,13043,573,-1
50,11754,13064,601,0
50,11754,13095,645,1
50,11755,13043,579,-1
50,11756,13043,609,-1
50,11756,13084,611,0
50,11756,13105,608,1
50,11757,13043,566,-1
50,11758,13043,617,-1
50,11759,13043,617,-1
50,11760,13043,613,-1
50,11762,13053,589,-1
50,11762,13064,648,0
50,11763,13053,632,-1
50,11763,13095,685,1
50,11764,13053,566,-1
50,11764,13105,605,1
50,11766,13053,638,-1
50,11767,13053,579,-1
50,11767,13064,635,0
50,11768,13053,589,-1
50,11769,13053,597,-1
50,11769,13084,628,0
50,11769,13095,697,1
50,11770,13053,579,-1
50,11770,13064,592,0
50,11770,13105,645,1
50,11771,13053,613,-1
50,11772,13053,559,-1
50,11772,13084,575,0
50,11772,13095,620,1
50,11773,13053,583,-1
50,11774,13053,670,-1
50,11775,13053,622,-1
50,11775,13064,648,0
50,11775,13105,691,1
50,11776,13053,627,-1
50,11777,13053,645,-1
50,11778,13064,624,0
50,11778,13095,620,1
50,11779,13053,604,-1
50,11779,13064,614,0
50,11780,13053,559,-1
50,11781,13053,645,-1
50,11782,13053,569,-1
50,11783,13053,645,-1
50,11783,13084,683,0
50,11783,13095,740,1
50,11784,13053,613,-1
50,11785,13033,589,-1
50,11846,13084,534,0
50,11847,13084,652,0
50,11847,13095,685,1
50,11848,13124,549,0
50,11852,13084,675,0
50,11856,13064,652,0
50,11856,13105,713,1
50,11857,13124,557,0
50,11860,13084,579,0
34,11930,13203,583,-1
34,11930,13234,635,0
34,11931,13203,627,-1
34,11931,13234,639,0
34,11931,13255,662,1
34,11932,13203,645,-1
34,11933,13203,597,-1
34,11933,13234,628,0
34,11933,13245,638,1
34,11934,13203,527,-1
34,11935,13203,604,-1
34,11935,13234,643,0
34,11935,13245,645,1
34,11936,13203,523,-1
34,11936,13245,587,1
34,11936,13264,539,0
34,11937,13203,597,-1
34,11937,13224,648,0
34,11937,13255,648,1
34,11938,13224,692,0
34,11938,13255,680,1
34,11939,13203,546,-1
34,11939,13234,575,0
34,11941,13203,579,-1
34,11942,13213,576,-1
34,11942,13224,639,0
34,11943,13213,569,-1
34,11943,13234,648,0
34,11943,13245,652,1
34,11944,13213,609,-1
34,11945,13234,621,0
34,11945,13255,642,1
34,11946,13213,586,-1
34,11946,13234,639,0
34,11946,13255,659,1
34,11947,13213,563,-1
34,11948,13213,613,-1
34,11948,13224,643,0
34,11949,13213,604,-1
34,11949,13234,639,0
34,11950,13213,589,-1
34,11951,13213,609,-1
34,11951,13234,643,0
34,11951,13245,648,1
34,11952,13213,542,-1
34,11952,13234,592,0
34,11953,13213,589,-1
34,11953,13234,628,0
34,11953,13255,629,1
34,11954,13223,579,-1
34,11954,13224,604,0
34,11954,13245,629,1
34,11955,13223,682,-1
34,11955,13224,683,0
34,11956,13223,617,-1
34,11956,13224,652,0
34,11956,13245,671,1
34,11957,13223,573,-1
34,11957,13234,604,0
34,11957,13245,532,1
34,11958,13223,632,-1
34,11958,13224,652,0
34,11959,13223,563,-1
34,11959,13224,628,0
34,11959,13245,662,1
34,11960,13223,579,-1
34,11961,13223,617,-1
34,11961,13224,675,0
34,11961,13245,691,1
34,11962,13223,556,-1
34,11962,13224,611,0
34,11962,13255,617,1
34,11963,13223,613,-1
34,11964,13223,589,-1
34,11964,13234,592,0
34,11964,13255,605,1
34,11965,13223,539,-1
34,11965,13224,544,0
34,11965,13255,595,1
34,11966,13223,638,-1
34,11967,13223,509,-1
34,11968,13233,638,-1
34,11968,13234,744,0
34,11968,13255,705,1
34,11969,13233,583,-1
34,11969,13234,601,0
34,11969,13255,645,1
34,11970,13233,546,-1
34,11971,13233,600,-1
34,11972,13233,539,-1
34,11973,13224,668,0
34,11973,13233,617,-1
34,11974,13224,657,0
34,11974,13233,583,-1
34,11975,13224,601,0
34,11975,13233,576,-1
34,11976,13224,588,0
34,11977,13224,703,0
34,11977,13233,652,-1
34,11977,13255,652,1
34,12025,13224,652,0
34,12025,13255,629,1
34,12027,13234,675,0
34,12027,13255,642,1
34,12028,13224,675,0
34,12028,13245,648,1
34,12031,13234,614,0
34,12031,13245,608,1
34,12033,13234,611,0
34,12034,13224,663,0
34,12034,13245,666,1
34,12038,13255,620,1
34,12039,13224,648,0
31,12137,13453,539,-1
31,12137,13524,595,0
31,12137,13605,608,1
31,12138,13453,559,-1
31,12138,13494,561,0
31,12138,13515,587,1
31,12139,13453,617,-1
31,12140,13453,579,-1
31,12140,13524,628,0
31,12140,13605,675,1
31,12141,13494,608,0
31,12141,13515,623,1
31,12142,13453,593,-1
31,12142,13494,624,0
31,12143,13453,593,-1
31,12143,13494,657,0
31,12143,13605,691,1
31,12144,13453,617,-1
31,12144,13515,652,1
31,12144,13524,643,0
31,12145,13453,542,-1
31,12146,13453,556,-1
31,12146,13524,582,0
31,12146,13605,629,1
31,12147,13463,553,-1
31,12147,13524,588,0
31,12148,13463,660,-1
31,12148,13524,703,0
31,12148,13605,713,1
31,12149,13463,559,-1
31,12149,13524,608,0
31,12150,13463,563,-1
31,12151,13463,569,-1
31,12151,13494,592,0
31,12151,13605,629,1
31,12152,13463,583,-1
31,12153,13463,573,-1
31,12154,13463,573,-1
31,12154,13524,648,0
31,12155,13463,617,-1
31,12156,13463,535,-1
31,12156,13494,539,0
31,12157,13463,569,-1
31,12158,13463,627,-1
31,12158,13524,668,0
31,12158,13605,635,1
31,12159,13463,527,-1
31,12159,13515,584,1
31,12159,13524,585,0
31,12160,13463,579,-1
31,12160,13494,604,0
31,12161,13463,579,-1
31,12161,13494,601,0
31,12161,13515,626,1
31,12163,13463,600,-1
31,12163,13494,582,0
31,12164,13463,589,-1
31,12165,13463,617,-1
31,12166,13463,576,-1
31,12166,13515,662,1
31,12166,13524,628,0
31,12167,13473,632,-1
31,12168,13473,556,-1
31,12168,13524,628,0
31,12168,13605,617,1
31,12169,13473,566,-1
31,12169,13494,592,0
31,12170,13473,617,-1
31,12171,13473,725,-1
31,12172,13473,670,-1
31,12173,13473,563,-1
31,12173,13494,579,0
31,12174,13473,586,-1
31,12175,13473,539,-1
31,12176,13473,593,-1
31,12176,13524,621,0
31,12177,13473,597,-1
31,12178,13473,638,-1
31,12178,13494,668,0
31,12178,13515,659,1
31,12179,13473,542,-1
31,12180,13473,670,-1
31,12181,13473,613,-1
31,12182,13473,652,-1
31,12183,13473,604,-1
31,12184,13473,583,-1
31,12185,13473,539,-1
31,12186,13494,582,0
31,12186,13515,580,1
31,12187,13473,597,-1
31,12187,13494,635,0
31,12187,13605,635,1
31,12188,13473,546,-1
31,12189,13473,652,-1
31,12189,13494,643,0
31,12190,13473,632,-1
31,12267,13515,584,1
31,12267,13524,582,0
31,12268,13524,683,0
31,12269,13494,592,0
31,12269,13515,642,1
31,12270,13524,624,0
31,12271,13494,617,0
31,12271,13515,614,1
31,12272,13515,635,1
31,12272,13524,624,0
31,12273,13494,561,0
31,12275,13494,572,0
31,12275,13515,566,1
31,12276,13524,617,0
31,12276,13605,635,1
31,12279,13515,605,1
31,12279,13524,621,0
31,12280,13524,639,0
31,12281,13515,659,1
31,12281,13524,648,0
31,12282,13494,611,0
31,12282,13515,642,1
31,12286,13494,639,0
31,12286,13605,642,1
31,12287,13494,631,0
31,12287,13605,659,1
64,12372,13653,579,-1
64,12372,13714,592,0
64,12373,13653,569,-1
64,12373,13714,579,0
64,12375,13653,627,-1
64,12376,13653,589,-1
64,12376,13714,582,0
64,12377,13653,523,-1
64,12377,13714,539,0
64,12379,13653,563,-1
64,12379,13714,585,0
64,12380,13653,527,-1
64,12380,13734,582,0
64,12380,13735,608,1
64,12381,13663,566,-1
64,12382,13663,553,-1
64,12384,13663,652,-1
64,12385,13663,535,-1
64,12386,13663,670,-1
64,12388,13673,622,-1
64,12389,13673,546,-1
64,12389,13714,617,0
64,12390,13673,542,-1
64,12390,13735,595,1
64,12391,13673,531,-1
64,12392,13673,527,-1
64,12392,13734,561,0
64,12393,13673,579,-1
64,12394,13683,604,-1
64,12395,13683,576,-1
64,12396,13683,593,-1
64,12396,13734,579,0
64,12396,13735,629,1
64,12397,13683,597,-1
64,12398,13683,660,-1
64,12398,13734,692,0
64,12398,13735,691,1
64,12399,13683,593,-1
64,12400,13683,559,-1
64,12402,13683,527,-1
64,12403,13683,604,-1
64,12403,13734,614,0
64,12403,13735,652,1
64,12405,13683,632,-1
64,12406,13683,546,-1
64,12406,13734,553,0
64,12406,13735,580,1
64,12407,13683,583,-1
64,12408,13653,645,-1
64,12408,13734,608,0
64,12458,13734,628,0
64,12458,13735,638,1
64,12461,13734,614,0
64,12465,13714,544,0
57,12522,13863,539,-1
57,12522,13864,613,0
57,12522,13865,617,1
57,12523,13863,596,-1
57,12524,13864,631,0
57,12524,13865,632,1
57,12525,13863,572,-1
57,12525,13865,611,1
57,12525,13874,649,0
57,12526,13863,604,-1
57,12526,13865,645,1
57,12526,13874,662,0
57,12527,13864,683,0
57,12527,13865,662,1
57,12528,13863,581,-1
57,12529,13863,556,-1
57,12529,13864,590,0
57,12531,13863,615,-1
57,12531,13864,626,0
57,12531,13865,648,1
57,12532,13863,586,-1
57,12533,13863,615,-1
57,12533,13865,666,1
57,12533,13874,689,0
57,12534,13863,577,-1
57,12534,13865,614,1
57,12534,13874,674,0
57,12535,13873,621,-1
57,12535,14054,652,0
57,12536,13873,601,-1
57,12536,14054,646,0
57,12537,13873,651,-1
57,12537,14054,655,0
57,12538,13873,591,-1
57,12539,13873,549,-1
57,12540,13873,631,-1
57,12540,14054,662,0
57,12541,13873,577,-1
57,12541,14054,613,0
57,12542,13873,606,-1
57,12542,14054,631,0
57,12543,13873,604,-1
57,12543,13874,683,0
57,12544,13873,551,-1
57,12545,13873,579,-1
57,12545,14054,617,0
57,12546,13873,561,-1
57,12546,14054,585,0
57,12547,13873,577,-1
57,12548,13873,544,-1
57,12549,13873,586,-1
57,12549,13904,641,0
57,12550,13873,565,-1
57,12550,14054,617,0
57,12551,13873,549,-1
57,12551,14054,558,0
57,12552,13873,661,-1
57,12552,14054,702,0
57,12553,13873,579,-1
57,12553,13874,587,0
57,12554,13873,591,-1
57,12555,13873,627,-1
57,12555,13874,670,0
57,12557,13873,579,-1
57,12557,13874,652,0
57,12558,13873,642,-1
57,12558,14054,722,0
57,12561,13873,581,-1
57,12561,14054,596,0
57,12562,13873,565,-1
57,12562,13874,643,0
57,12563,13865,655,1
57,12563,13874,674,0
57,12563,13893,574,-1
57,12564,13893,544,-1
57,12565,13864,659,0
57,12565,13893,584,-1
57,12566,13893,561,-1
57,12567,13893,541,-1
57,12568,13893,561,-1
57,12569,13865,605,1
57,12569,13874,633,0
57,12569,13893,563,-1
57,12570,13893,563,-1
57,12571,13874,652,0
57,12571,13893,584,-1
57,12572,13893,534,-1
57,12573,13864,652,0
57,12573,13893,609,-1
57,12574,13893,577,-1
57,12574,14054,655,0
57,12575,13864,689,0
57,12575,13893,606,-1
57,12576,13874,626,0
57,12576,13893,574,-1
57,12577,13864,662,0
57,12577,13893,612,-1
57,12578,13874,689,0
57,12578,13893,588,-1
57,12579,13864,641,0
57,12579,13893,624,-1
57,12580,13893,561,-1
57,12581,13893,556,-1
57,12582,13865,623,1
57,12582,13874,652,0
57,12582,13893,549,-1
57,12583,13893,551,-1
57,12584,13864,662,0
57,12584,13893,627,-1
57,12586,13893,621,-1
57,12587,13893,546,-1
57,12588,13865,595,1
57,12588,13874,666,0
57,12588,13893,570,-1
57,12589,13893,563,-1
57,12590,13874,711,0
57,12590,13893,615,-1
57,12591,13864,678,0
57,12591,13893,609,-1
57,12592,13864,621,0
57,12592,13865,629,1
57,12592,13893,561,-1
57,12593,13874,659,0
57,12593,13883,651,-1
57,12594,13883,544,-1
57,12595,13883,572,-1
57,12596,13883,591,-1
57,12597,13983,638,-1
57,12597,13984,655,0
57,12598,13883,570,-1
57,12599,13883,612,-1
57,12600,13883,534,-1
57,12601,13883,563,-1
57,12602,13883,549,-1
57,12603,13864,626,0
57,12603,13883,572,-1
57,12604,13874,633,0
57,12605,13883,612,-1
57,12606,13883,588,-1
57,12607,13883,615,-1
57,12609,13883,546,-1
57,12610,13883,588,-1
57,12610,14054,579,0
57,12611,13883,612,-1
57,12612,13883,624,-1
57,12613,13883,609,-1
57,12614,13883,601,-1
57,12615,13883,624,-1
57,12616,13883,651,-1
57,12617,13883,661,-1
57,12618,13883,621,-1
57,12619,13883,651,-1
57,12621,13883,546,-1
57,12622,13883,612,-1
57,12623,13903,558,-1
57,12623,13904,592,0
57,12624,13903,567,-1
57,12624,13904,631,0
57,12625,13903,634,-1
57,12625,13904,762,0
57,12626,13874,683,0
57,12626,13903,586,-1
57,12627,13874,655,0
57,12627,13903,609,-1
57,12628,13903,577,-1
57,12628,13904,666,0
57,12630,13903,604,-1
57,12630,13904,649,0
57,12631,13903,615,-1
57,12631,13904,649,0
57,12632,13903,634,-1
57,12632,13904,683,0
57,12633,13903,609,-1
57,12634,13903,567,-1
57,12635,13983,642,-1
57,12635,13984,737,0
57,12636,13903,586,-1
57,12637,13983,642,-1
57,12637,13984,737,0
57,12638,13903,638,-1
57,12638,13904,683,0
57,12639,13903,574,-1
57,12639,13904,602,0
57,12640,13903,656,-1
57,12640,13904,670,0
57,12641,13903,598,-1
57,12641,13904,633,0
57,12642,13874,652,0
57,12642,13903,598,-1
57,12643,13874,662,0
57,12643,13903,606,-1
57,12644,13903,565,-1
57,12644,13984,600,0
57,12748,13874,678,0
57,12749,13904,598,0
57,12751,13874,613,0
57,12752,13874,674,0
57,12753,13864,583,0
57,12754,13864,615,0
57,12757,13904,602,0
57,12758,14054,617,0
57,12760,13864,585,0
57,12760,13865,623,1
57,12762,13864,646,0
57,12762,13865,666,1
57,12763,13864,631,0
57,12764,13864,633,0
57,12768,14054,638,0
57,12769,13864,666,0
57,12771,14054,572,0
57,12772,14054,674,0
57,12773,13864,633,0
57,12778,13974,600,0
65,12888,14173,544,-1
65,12889,14173,546,-1
65,12889,14184,572,0
65,12890,14173,551,-1
65,12891,14173,554,-1
65,12891,14255,575,1
65,12892,14173,572,-1
65,12893,14173,598,-1
65,12894,14173,551,-1
65,12894,14184,585,0
65,12894,14235,608,1
65,12895,14173,591,-1
65,12895,14184,628,0
65,12895,14235,655,1
65,12896,14173,528,-1
65,12896,14184,572,0
65,12897,14173,574,-1
65,12897,14184,594,0
65,12897,14235,623,1
65,12898,14173,574,-1
65,12898,14184,592,0
65,12898,14235,626,1
65,12899,14173,577,-1
65,12899,14184,558,0
65,12899,14235,623,1
65,12900,14173,506,-1
65,12900,14184,560,0
65,12900,14255,561,1
65,12901,14173,551,-1
65,12902,14173,558,-1
65,12902,14184,570,0
65,12902,14255,587,1
65,12903,14173,536,-1
65,12903,14184,587,0
65,12903,14235,601,1
